3,0
4,0
5,0
6,1
7,0
9,0
10,3
11,5
12,0
14,5
15,3
16,1
17,5
18,4
19,0
20,0
21,1
22,2
23,3
24,5
25,1
26,5
27,0
28,5
29,1
31,0
32,1
34,5
36,1
39,0
41,5
42,2
43,5
44,3
45,4
46,5
47,1
48,0
50,1
52,4
57,4
58,5
60,0
62,5
63,0
65,0
66,3
69,0
70,2
72,4
73,5
74,0
76,3
79,0
81,1
82,4
85,4
86,5
88,0
89,3
92,0
93,0
94,5
95,3
97,1
100,5
101,4
104,0
105,5
107,0
110,1
111,1
112,3
122,0
123,4
125,4
132,0
135,0
140,0
141,0
144,5
145,3
147,5
150,5
151,5
153,3
154,4
157,0
158,0
159,4
160,3
161,5
162,4
163,3
164,4
165,3
168,3
169,0
170,3
172,3
173,3
174,0
175,4
176,4
177,2
180,0
181,0
185,3
186,0
187,0
188,2
190,4
191,0
193,0
194,1
195,0
196,3
198,3
199,4
203,0
204,3
207,0
208,3
213,5
215,4
216,0
218,0
222,5
223,1
224,5
225,0
227,0
229,4
230,5
231,0
232,4
233,4
234,0
235,1
236,0
237,0
239,0
246,5
247,1
248,0
249,5
252,0
253,2
256,0
257,0
258,0
259,0
260,3
261,5
262,5
265,5
266,5
267,0
272,5
273,2
276,0
277,0
280,5
281,5
282,5
288,4
289,0
290,1
292,3
293,1
296,1
299,4
300,1
303,0
305,0
306,4
307,4
308,4
314,5
315,0
316,3
317,0
318,1
319,1
322,1
327,0
328,2
329,3
332,0
333,0
334,4
337,5
338,3
339,0
342,4
344,0
345,4
346,5
348,4
349,3
350,5
351,0
353,3
355,0
356,5
357,5
358,0
360,0
361,0
362,0
364,5
365,5
366,2
367,3
368,3
370,0
371,5
372,0
373,1
374,0
376,0
377,3
378,0
379,3
380,3
381,5
382,2
383,5
390,2
393,3
405,0
407,2
410,0
412,5
413,0
415,0
416,0
417,4
419,0
420,0
423,3
426,2
427,2
428,1
429,0
431,1
432,0
434,3
435,0
436,0
438,0
440,5
441,4
442,3
445,0
446,4
448,4
450,5
454,5
455,0
456,1
457,1
459,0
464,3
466,0
468,5
471,1
473,0
474,1
475,1
477,5
479,3
480,3
481,1
482,4
485,0
489,0
490,0
491,5
492,1
493,1
494,3
497,5
500,0
501,4
502,0
504,3
505,0
506,4
507,5
508,5
509,4
511,0
512,3
514,0
515,5
516,0
517,3
518,0
519,3
520,0
521,1
522,1
524,5
527,1
529,5
531,5
532,0
533,3
534,5
535,4
537,4
538,4
539,5
540,0
541,1
542,0
543,0
544,0
546,3
548,0
549,4
550,0
551,4
552,3
553,5
555,1
556,5
558,0
562,4
569,0
574,4
575,0
581,4
585,0
586,0
587,5
588,5
589,3
590,5
592,3
593,1
594,5
595,5
596,5
597,5
599,1
605,0
606,2
608,1
610,3
611,2
612,0
613,5
616,0
627,1
628,1
637,0
640,0
647,5
648,3
653,3
661,0
662,0
663,0
671,0
673,0
674,3
678,1
680,4
688,0
691,0
694,0
697,0
700,0
707,4
708,0
709,0
714,4
719,0
720,1
724,0
725,0
728,5
733,3
735,2
736,3
737,3
741,1
742,2
743,0
745,1
748,3
750,1
761,3
762,0
765,0
766,4
778,1
780,3
781,4
782,0
783,5
784,0
785,0
786,3
788,0
798,3
799,2
800,1
801,0
802,5
804,0
805,5
810,0
818,0
829,0
830,0
832,3
833,0
836,3
837,0
838,5
839,0
842,2
848,5
849,3
851,4
852,0
858,1
861,3
866,1
879,2
880,0
886,0
891,2
892,5
898,5
899,5
900,5
901,5
902,5
903,1
904,1
905,1
906,1
908,1
909,1
910,1
911,1
912,1
913,1
914,5
915,5
916,5
917,5
918,5
919,5
920,5
921,5
922,1
923,1
924,1
926,1
928,1
929,1
930,1
931,1
932,5
933,1
934,5
936,5
938,5
940,5
942,1
943,5
944,5
945,5
946,5
947,5
948,5
949,1
950,1
951,1
952,5
953,5
954,5
955,5
965,1
968,2
969,5
971,1
973,5
986,5
991,5
994,5
996,3
999,4
1003,0
1004,0
1005,0
1007,0
1009,0
1010,0
1011,0
1012,5
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,5
1020,0
1021,0
1022,5
1023,5
1024,0
1025,5
1027,3
1028,5
1029,5
1030,0
1031,0
1032,5
1033,5
1034,4
1035,5
1036,1
1037,3
1041,4
1042,5
1047,3
1049,3
1050,5
1051,4
1057,0
1059,5
1060,1
1061,1
1064,0
1066,4
1073,5
1077,4
1078,4
1079,1
1080,1
1081,5
1082,5
1083,5
1084,1
1085,5
1086,1
1088,0
1089,1
1090,1
1091,0
1092,1
1093,4
1094,4
1095,1
1096,5
1097,5
1099,5
1100,3
1101,3
1103,1
1104,1
1111,4
1120,5
1124,5
1125,0
1126,0
1127,3
1128,2
1129,3
1130,2
1131,1
1132,1
1135,0
1136,1
1147,1
1148,1
1150,5
1161,4
1171,1
1172,1
1173,4
1175,1
1176,4
1177,5
1178,1
1179,1
1183,5
1185,5
1186,4
1187,4
1188,5
1189,1
1190,4
1191,0
1193,1
1194,0
1196,1
1197,5
1198,1
1199,1
1200,1
1201,1
1202,4
1203,1
1204,1
1206,1
1207,5
1208,1
1209,1
1210,3
1211,4
1212,1
1213,1
1214,1
1215,2
1216,4
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,5
1224,5
1225,1
1226,5
1227,1
1228,1
1230,4
1231,1
1232,4
1233,1
1234,1
1235,1
1237,1
